CBS Boston - WBZ-TV,Left-Center,High,United States,High Credibility,TV Station,High Traffic,82
KTVT - Dallas - Fort Worth News,Left-Center,High,United States,High Credibility,TV Station,High Traffic,
CBS Los Angeles (KCBS),Left-Center,High,United States,High Credibility,TV Station,High Traffic,85
KDKA - CBS Pittsburgh,Left-Center,High,United States,High Credibility,TV Station,High Traffic,82
Christian Coalition of America,Right,Mixed,United States,Medium Credibility,Organization/Foundation,Minimal Traffic,67
CCN Markets,Right-Center,High,Norway,High Credibility,Website Only,Medium Traffic,86
Clay County Times-Democrat,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,
CDA Reporter,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Center for Democracy and Technology,Least Biased,High,United States,High Credibility,Organization/Foundation,Minimal Traffic,83
Ceasefire Magazine,Left,High,United Kingdom,High Credibility,Magazine,Minimal Traffic,45
Cecil Whig,Left-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,
Susquehanna Press,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,
Committee for Economic development,Least Biased,High,United States,High Credibility,Organization/Foundation,Minimal Traffic,56
Cedar Rapids Today,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Competitive Enterprise Institute,Questionable Sources,Low,United States,Low Credibility,Organization/Foundation,Minimal Traffic,75
Censor.NET,Left-Center,Mostly Factual,Ukraine,High Credibility,Website Only,High Traffic,86
Censored.news,Questionable Sources,Low,United States,Low Credibility,Website Only,Medium Traffic,43
Centennial State News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Center for Inquiry,Left-Center,High,United States,High Credibility,Organization/Foundation,Minimal Traffic,37
UVA - Center for Politics,Left-Center,High,United States,High Credibility,Organization/Foundation,Minimal Traffic,
Center for Security Policy,Questionable Sources,Mixed,United States,Low Credibility,Organization/Foundation,Minimal Traffic,70
Central Broward News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Central Colorado News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Central Florida Post,Questionable Sources,Low,United States,Low Credibility,Website Only,Minimal Traffic,
Central Georgia News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Central Idaho Times,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
WMBD - Peoria News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
WYZZ - Bloomington News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
Central Iowa Times,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Central Louisiana News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Central Missouri News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Central OC Times,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,4
Central Pennsylvania Times,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Central STL News,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
News Source,Bias,Reporting,Country,Credibility,Media Type,Traffic,Popularity Estimate
The Center for Economic Policy and Research (CEPR),Left-Center,High,United States,High Credibility,Organization/Foundation,Minimal Traffic,0
The Centre for Economic Policy Research (CEPR),Least Biased,High,United Kingdom,High Credibility,Organization/Foundation,Medium Traffic,
Cerno (Cernovich.com),Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,42
The Committee for a Constructive Tomorrow (CFACT),Conspiracy-Pseudoscience,Low,United States,Low Credibility,Organization/Foundation,Minimal Traffic,58
Council on Foreign Relations,Least Biased,High,United States,High Credibility,Organization/Foundation,Medium Traffic,88
Center for the National Interest,Right-Center,Mostly Factual,United States,Medium Credibility,Organization/Foundation,Minimal Traffic,53
Center for Global Development,Left-Center,High,United States,High Credibility,Organization/Foundation,Medium Traffic,77
China Global Television Network,Questionable Sources,Mixed,China,Low Credibility,TV Station,High Traffic,65
Chalkbeat,Left-Center,High,United States,High Credibility,Organization/Foundation,Medium Traffic,
Chambana Sun,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Chandler Arizonan,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,
Change.org,Left,Mixed,United States,Medium Credibility,Organization/Foundation,High Traffic,97
WISC - Madison News,Least Biased,High,United States,High Credibility,TV Station,High Traffic,
Channel 4 News (UK),Left-Center,High,United Kingdom,High Credibility,TV Station,High Traffic,56
Channel News Asia - CNA,Least Biased,High,Singapore,High Credibility,TV Station,High Traffic,70
Charisma News,Conspiracy-Pseudoscience,Mixed,United States,Low Credibility,Website Only,Medium Traffic,71
Charity Navigator,Least Biased,Very High,United States,High Credibility,Organization/Foundation,Medium Traffic,72
Charlotte Observer,Left-Center,High,United States,High Credibility,Newspaper,High Traffic,87
The Chaser,Satire,,Australia,N/A,Website Only,Medium Traffic,54
Chatham House,Least Biased,High,United Kingdom,High Credibility,Organization/Foundation,Medium Traffic,
Cheboygan Daily Tribune,Left-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,
Cheddar,Left-Center,High,United States,High Credibility,TV Station,Medium Traffic,71
Chemainus Valley Courier,Left-Center,High,Canada,High Credibility,Newspaper,Minimal Traffic,
WBBM - CBS Chicago,Left-Center,High,United States,High Credibility,TV Station,High Traffic,
Chicago Sun-Times,Left-Center,High,United States,High Credibility,Newspaper,High Traffic,91
Chicago City Wire,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Chicago Reader,Left,High,United States,High Credibility,Newspaper,Medium Traffic,81
Chicago Reporter,Left,High,United States,High Credibility,Magazine,Minimal Traffic,46
Chicago Tribune,Right-Center,High,United States,High Credibility,Newspaper,High Traffic,96
Chickasha Express-Star,Left-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,
Chicks on the Right,Right,Mixed,United States,Medium Credibility,Website Only,Medium Traffic,39
Chico Enterprise-Record,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,
Chico Times,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,5
Pueblo Chieftain,Left-Center,High,United States,High Credibility,Newspaper,Medium Traffic,
Children's Health Defense,Conspiracy-Pseudoscience,Low,United States,Low Credibility,Organization/Foundation,Medium Traffic,63
The Defender,Conspiracy-Pseudoscience,Low,United States,Low Credibility,Organization/Foundation,Medium Traffic,
China Internet Information Center,Left,Mixed,United States,Medium Credibility,Website Only,Medium Traffic,73
China Daily,Questionable Sources,Mixed,China,Low Credibility,Newspaper,High Traffic,96
China Digital Times,Right-Center,Mostly Factual,United States,High Credibility,Website Only,Medium Traffic,
China Global South Project,Left-Center,High,United States,High Credibility,Organization/Foundation,Minimal Traffic,40
The China Post,Left-Center,Mostly Factual,Taiwan,High Credibility,,High Traffic,67
Chinook Observer,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,50
Chippewa Herald,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,
ChlorellaFactor.com,Conspiracy-Pseudoscience,Very Low,United States,Low Credibility,Website Only,Minimal Traffic,25
Christian Action Network,Questionable Sources,Low,United States,Low Credibility,Organization/Foundation,Minimal Traffic,48
Christian Headlines,Right,Mixed,United States,Medium Credibility,Website Only,Medium Traffic,50
Christianity Today,Right-Center,High,United States,High Credibility,Magazine,Medium Traffic,88
Christian News Alerts,Right,Mixed,United States,Medium Credibility,Website Only,Minimal Traffic,23
Christian Post,Right,Mixed,United States,Medium Credibility,Website Only,Medium Traffic,87
Christian Science,Conspiracy-Pseudoscience,Low,United States,Low Credibility,Organization/Foundation,Medium Traffic,72
Christians for Truth,Questionable Sources,Very Low,Unknown or Invalid Region,Low Credibility,Website Only,Medium Traffic,
Christian Today,Right,Mixed,United Kingdom,Medium Credibility,Website Only,Medium Traffic,77
Marion Chronicle-Tribune,Right-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,
The Chronicle of Higher Education,Left-Center,High,United States,High Credibility,,Medium Traffic,85
Internet Chronicle,Satire,,United States,N/A,Website Only,No Data,55
Chronicles Magazine,Right,Mixed,United States,Medium Credibility,Magazine,Minimal Traffic,59
Church Militant,Questionable Sources,Mixed,United States,Low Credibility,Organization/Foundation,Medium Traffic,62
Cincinnati Enquirer,Least Biased,High,United States,High Credibility,Newspaper,High Traffic,69
Center for Immigration Studies,Questionable Sources,Low,United States,Low Credibility,Organization/Foundation,Minimal Traffic,75
Asheville Citizen-Times,Left-Center,High,United States,High Credibility,Newspaper,Medium Traffic,60
The Citizen (South Africa),Right-Center,High,South Africa,High Credibility,Newspaper,Medium Traffic,0
Citizen Critics,Left,Mostly Factual,United States,Medium Credibility,Website Only,Minimal Traffic,16
Citizen Free Press,Right,Mixed,United States,Medium Credibility,Website Only,High Traffic,47
Citizens for Responsibility and Ethics in Washington (CREW),Left-Center,Mostly Factual,United States,Medium Credibility,Organization/Foundation,Minimal Traffic,75
Citizens Journal,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Medium Traffic,
Citizens United,Right,Mixed,United States,Medium Credibility,Organization/Foundation,Minimal Traffic,43
Citizen Truth,Left-Center,Mostly Factual,United States,Medium Credibility,Organization/Foundation,Minimal Traffic,36
City Journal,Right,Mostly Factual,United States,High Credibility,Website Only,Medium Traffic,74
City and State New York,Left-Center,High,United States,High Credibility,Website Only,Medium Traffic,52
Cincinnati CityBeat,Left,High,United States,High Credibility,Newspaper,Medium Traffic,
Honolulu Civil Beat,Left-Center,High,United States,High Credibility,Organization/Foundation,Medium Traffic,48
Topeka Capital-Journal,Left-Center,High,United States,High Credibility,Newspaper,Medium Traffic,76
Columbia Journalism Review,Left-Center,High,United States,High Credibility,Magazine,Medium Traffic,81
Clanton Advertiser,Right-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,
Claremont Institute,Right,Mixed,United States,Medium Credibility,Organization/Foundation,Minimal Traffic,68
Claremore Daily Progress,Left-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,
Clarin,Right-Center,High,Argentina,High Credibility,Newspaper,High Traffic,
Clarinda Herald-Journal,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,
Clarion Ledger,Left-Center,High,United States,High Credibility,Newspaper,Medium Traffic,61
Clarion Project,Questionable Sources,Low,United States,Low Credibility,Organization/Foundation,Minimal Traffic,64
Clash Daily,Questionable Sources,Low,United States,Low Credibility,Website Only,Minimal Traffic,64
Center for Law and Social Policy,Left,High,United States,High Credibility,Organization/Foundation,Minimal Traffic,
Clay County Times,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Clay Reporter,Questionable Sources,Mixed,United States,Low Credibility,Website Only,Minimal Traffic,
Clay Today,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,
Clayton Record,Least Biased,High,United States,High Credibility,Newspaper,Minimal Traffic,
Clean Technica,Left-Center,High,United States,High Credibility,Website Only,Medium Traffic,79
Cleburne Times Review,Left-Center,High,United States,High Credibility,Newspaper,Minimal Traffic,
The Plain Dealer,Left-Center,High,United States,High Credibility,Newspaper,High Traffic,89
WOIO - Cleveland News,Least Biased,High,United States,High Credibility,TV Station,Medium Traffic,
Cleveland Scene,Left,High,United States,High Credibility,Newspaper,Medium Traffic,
KPRC - Click2Houston,Least Biased,High,United States,High Credibility,TV Station,High Traffic,
Clickhole,Satire,,United States,N/A,,Medium Traffic,79
WDIV - ClickOnDetroit,Least Biased,High,United States,High Credibility,TV Station,High Traffic,66
WKMG - ClickOrlando,Least Biased,High,United States,High Credibility,TV Station,High Traffic,
Climate.News,Questionable Sources,Very Low,United States,Low Credibility,Website Only,Minimal Traffic,39
Climate Action Tracker,Pro-Science,Very High,Germany,High Credibility,Organization/Foundation,Medium Traffic,69
Climate Central,Pro-Science,High,United States,High Credibility,Website Only,Medium Traffic,79
Climate Change Dispatch,Conspiracy-Pseudoscience,Low,United States,Low Credibility,Website Only,Minimal Traffic,42
Climate Home News,Left,High,United Kingdom,High Credibility,Website Only,Medium Traffic,
